f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,Label
0.591713,0.532437,0.819848,0.114665,0.509545,0.995642,1.055838,0.554359,1.440112,1.190243,0.374056,0.145884,0.987556,0.517468,0.431982,0.820301,1.043722,1.076366,0.744833,-0.312259,1.149489,0.357265,0.85877,0.665029,1.729825,1.646053,0.513237,0.114913,0.15011,0.842205,0.477113,0.219994,0.484347,0.923036,0.684781,0.502925,0.559403,0.647131,0.820183,0.846578,3.378222,4.195014,3.957076,3.663792,3.95228,4.640261,4.483881,4.163743,0.316306,0.108167,0.296183,0.725494,0.734978,0.426888,1.11501,0.893021,-0.473075,0.769127,1.059964,0.811096,0.981678,0.601436,0.690635,0.700042,phishing
0.541515,0.364723,0.421183,0.967112,-0.073913,0.70787,-0.171395,0.002349,0.898163,-0.184424,0.251284,1.422606,0.821498,0.028273,0.105379,0.283448,3.900375,2.859259,2.832024,3.631009,2.553488,2.900015,3.27171,3.294781,-0.254079,0.519183,0.609194,0.06188,1.107341,0.512823,-0.092187,1.089351,0.124504,0.440493,0.140948,0.640869,0.143312,0.170615,0.28801,0.134122,0.842317,-0.206007,0.343284,0.400259,0.303915,0.795734,-0.316777,0.615563,-0.200229,0.131051,-0.246461,0.210559,0.099805,1.097222,0.468615,0.557904,-0.138377,0.693035,1.097202,0.751459,-0.230406,0.151136,0.408821,0.100277,r2l
2.717316,3.059613,3.828541,2.951825,2.425655,2.487594,2.770296,2.485197,-0.131139,0.563364,0.58177,-0.621102,-0.248176,-0.088802,0.38959,0.634384,1.335886,-0.089553,-0.067078,0.384857,-0.186998,0.056567,-0.066767,-1.059744,0.175455,0.037938,0.692054,0.122471,-0.444636,0.003856,-0.820987,-0.424913,0.405978,0.008697,0.535129,-0.765102,0.010892,-0.093981,0.550132,0.422743,0.409013,0.813635,-0.045639,0.720786,-0.349893,-0.366395,0.458736,-0.557133,0.377745,0.165591,0.602334,0.09325,0.145222,0.349169,-0.178192,-0.197793,0.333493,0.10682,-0.063291,0.082747,0.837552,-0.079358,-0.092409,-0.64835,dos
0.635885,1.108447,0.69402,0.998258,0.011885,0.2235,0.734386,0.393675,0.628042,1.05565,0.358576,0.389096,0.769375,-0.236844,1.173409,0.778562,0.761876,0.477307,1.030079,0.647361,1.271761,-0.04991,0.748469,0.739072,0.860073,1.351646,0.10629,0.092445,0.56112,-0.131631,1.757947,1.140038,0.952764,1.072302,1.29196,0.443407,0.557543,0.874023,0.493095,0.302605,3.881716,4.291771,4.530156,3.548139,4.034611,4.095689,3.494195,4.321978,0.671814,0.297654,0.502949,0.960867,1.160042,0.872811,1.577746,1.221923,0.968105,0.403764,1.229021,0.374123,1.05606,-0.379809,0.497794,0.091025,phishing
0.016566,0.699778,0.145406,-0.039668,-0.042677,0.529011,1.027786,-0.723398,4.300308,3.131686,3.301101,2.843682,3.038418,3.126631,2.567907,2.677443,0.773055,-0.458556,0.438468,0.073267,-0.192318,1.127369,-0.189526,-0.268546,0.155862,-0.105851,0.242871,0.30993,0.345596,0.184249,-0.075973,0.529531,0.189738,0.016972,0.905997,0.18541,0.731394,0.792077,0.819453,0.551021,0.239715,0.211181,0.130146,-0.735103,0.563463,0.35001,0.611486,0.187349,0.539171,-0.379878,-0.28617,-0.874295,0.179543,-0.107637,-0.166522,0.390594,0.048522,-0.404891,1.385145,0.223345,-0.247423,-0.061426,0.162086,0.161139,probe
0.212625,1.143374,0.100406,0.553634,0.841954,0.710543,0.818133,0.998094,0.498704,0.154328,0.426249,0.207426,1.494698,0.120305,0.577413,-0.31539,3.369768,3.180803,3.614058,3.625789,3.947649,3.911906,3.280163,2.885026,-0.012198,0.496232,0.431004,0.476067,0.1192,1.006757,-0.302708,0.094291,-0.124698,0.265962,0.920955,0.230511,0.405665,0.658909,0.209108,0.532182,0.47284,-0.148864,0.151058,0.519564,0.936986,0.936567,1.302969,0.578456,0.174008,0.331221,0.308806,0.176454,0.53233,0.55327,-0.168191,0.849677,-0.466562,0.259883,0.877192,0.633326,0.199362,1.245971,0.161967,-0.540878,r2l
0.717418,0.445948,-0.078085,1.338885,0.283332,0.307924,0.496856,0.50458,0.738618,0.686814,0.220411,0.491649,0.724385,0.182104,1.130995,0.470887,1.199314,-0.146461,0.774583,0.079334,0.194488,0.887183,0.377185,1.648835,3.813113,3.266901,3.81391,3.47326,3.954423,3.446716,3.763004,3.669295,0.515293,0.948809,-0.331464,0.52388,0.164472,-0.126893,0.102987,0.201111,0.374098,0.631798,0.724032,0.295919,1.19308,0.312901,-0.395905,0.324934,0.501222,-0.992835,1.023301,0.435416,-0.038578,0.047942,0.822776,0.877765,0.188055,-0.129881,0.538896,0.621484,0.734371,0.226593,0.425056,0.489064,u2r
-0.052564,-0.041414,-0.333029,-0.05113,-0.315394,-0.461968,-0.271295,0.377171,-0.06764,0.054969,-0.128374,-0.447638,0.234028,-0.54305,-0.138698,-0.013654,0.057622,-0.181617,-0.45949,-0.200273,-0.187189,-0.193273,0.242515,-0.303401,0.075245,0.039574,0.240114,-0.033283,0.197783,-0.043055,0.108598,-0.375735,-0.65957,0.094387,0.107796,0.118876,-0.131233,0.372431,-0.114969,0.10522,0.148659,0.429685,-0.079257,-0.163298,-0.374536,0.388092,0.105353,0.113265,0.779176,0.081261,-0.32558,-0.048976,-0.243696,-0.098967,-0.100647,-0.146756,-0.348321,0.398125,0.074712,-0.056368,0.189409,0.117767,0.068923,0.17125,normal
0.515911,0.826638,0.311575,-0.647522,0.87648,0.540119,0.345116,-0.531167,0.225761,-0.033965,-0.187326,0.298598,0.118815,0.148456,0.692832,0.475007,3.087018,3.029928,3.105314,3.19865,3.572823,2.840848,3.966298,3.573147,-0.872068,0.398407,0.828331,0.534918,0.174447,0.332509,0.440244,0.706315,-0.276793,0.087742,1.09736,0.374826,1.047556,1.703517,0.138584,-0.178777,0.240511,0.854547,0.917503,1.38239,0.343438,0.579625,0.039704,-0.768143,0.342156,-0.159189,0.649511,-0.486627,0.0273,0.480456,0.527563,0.338652,1.200305,1.066259,0.052053,1.084234,1.152991,0.304244,0.380431,0.337175,r2l
0.108692,-0.094039,-0.033456,-0.343724,-0.059543,-0.066597,0.058042,-0.138832,0.117885,0.253179,0.038857,0.087939,0.013289,2.1e-05,-0.18039,0.079124,-0.024322,0.523292,0.393339,0.096462,-0.190764,-0.278103,0.297786,0.065687,0.120036,-0.436146,0.23186,0.113605,-0.277608,-0.117881,0.065929,0.013117,-0.073043,-0.025872,-0.062994,0.038141,0.367873,-0.641665,-0.059213,0.044128,0.073998,-0.092979,-0.43918,0.081999,0.431838,-0.383465,0.215957,-0.082131,-0.015331,-0.263225,-0.083614,0.325011,0.145664,0.433078,0.294353,0.109772,0.435984,0.109748,0.206997,-0.074143,0.016636,-0.174356,0.247396,-0.294576,normal
0.22781,0.049645,0.122346,-0.064802,0.015675,0.026884,0.053775,0.193135,0.138786,0.011054,-0.202281,0.016918,-0.007004,0.048295,0.551631,-0.130943,0.105572,0.267116,0.0245,0.584461,-0.09451,0.081022,-0.199701,-0.087881,0.062233,0.211576,0.079774,0.314779,-0.023741,-0.083042,0.675996,0.098559,-0.17987,-0.173566,-0.23567,0.234142,-0.091094,0.031841,-0.015877,0.182873,-0.211686,-0.268893,0.056074,0.15024,0.083133,-0.202363,0.169371,-0.185965,-0.130385,-0.235988,0.32529,0.158355,0.151248,0.311803,0.703162,-0.427307,-0.184594,-0.154044,-0.212705,-0.269396,-0.074913,-0.304151,0.083761,0.012925,normal
0.364647,0.520796,-0.516768,0.722213,-0.131886,0.04042,0.393196,0.206067,3.259119,3.103823,2.9098,3.727941,3.358629,3.175953,3.351634,2.722602,1.218647,-0.249437,0.290926,0.111108,0.094014,0.035584,-0.10727,0.774754,-0.302116,0.682604,0.531842,0.068599,0.479673,0.168945,-0.255453,-0.250695,0.534949,0.511607,0.348905,0.063818,0.154306,0.093501,-0.546125,0.267564,0.475105,0.270424,1.036117,-0.212053,-0.057497,0.299859,0.349695,-0.615544,0.511214,0.351743,-0.713727,0.187481,-0.123844,0.036005,-0.362145,0.427285,1.032799,0.359261,-0.731723,0.368518,0.152413,-0.255456,0.399131,0.635894,probe
0.309,0.077852,0.091763,0.339546,0.289085,0.191336,-0.355432,-0.17392,-0.250972,0.181883,0.042663,-0.347628,-0.047186,-0.373528,-0.013289,-0.413843,0.132207,0.094491,0.476987,0.211968,-0.105729,0.204518,-0.349416,-0.240618,0.083286,-0.539562,-0.00929,-0.255066,0.025327,-0.269434,0.106062,0.004832,0.350091,0.001684,-0.192161,-0.061721,-0.336059,0.101534,0.147463,0.617299,-0.155459,-0.066949,-0.14394,0.053028,0.095423,-0.013344,0.271581,-0.154245,0.246544,0.134624,-0.003007,-0.078734,0.606667,-0.204252,0.074483,-0.187555,0.446405,0.221707,-0.169587,0.128149,0.064424,-0.129156,0.189541,0.097326,normal
-0.187957,0.100354,-0.25311,0.66884,0.289257,0.788667,0.040984,0.719164,0.740926,0.575309,0.493893,0.54174,0.070188,-0.003871,0.724743,0.314089,0.684026,1.177945,0.274279,0.209959,0.334073,0.497537,0.756362,0.467226,4.515346,3.769382,3.931371,3.563413,4.035324,3.487627,3.290099,3.987405,0.45422,0.590369,0.921847,0.542543,0.412838,0.239072,0.957756,0.326223,0.457005,0.609108,0.607253,0.936165,0.448581,1.099373,0.368059,0.646843,0.397302,1.421913,0.322213,0.362911,0.531633,0.359952,0.62152,1.03309,0.546287,0.562921,0.376883,0.252717,0.523438,0.48342,1.007968,0.048415,u2r
1.659161,2.667919,3.154409,3.050033,2.185715,2.243651,2.460098,2.853797,-0.79437,0.114049,0.260143,-0.007367,0.356394,0.220676,-0.123744,-0.751285,0.180036,-0.308884,-0.140254,0.335606,0.7578,0.102873,0.369329,-0.530016,0.230486,0.093042,0.673152,-0.123206,0.011263,0.596467,0.078585,-0.378979,1.268235,-0.365367,0.090885,0.27601,0.240428,0.034615,0.036858,0.014281,-0.38217,1.087599,0.021004,0.388619,-0.030594,-0.039644,-0.08495,-0.577431,0.04772,-0.063153,0.647186,-0.418515,-0.139716,-0.284298,0.769139,-0.271234,0.373035,0.556573,0.054245,-0.499565,-0.493869,0.506894,-0.447267,0.296412,dos
0.52966,0.265088,-0.183753,0.796603,0.485542,0.800714,0.669584,0.166155,0.701434,0.019027,0.697894,0.571723,1.29327,0.209899,0.0029,0.414077,0.874089,-0.658976,0.99399,0.506123,0.08614,0.434469,0.266517,0.048703,-0.272372,0.928716,0.348234,0.423836,0.98015,0.625139,-0.101738,0.902759,4.517726,4.076392,3.460745,3.187248,3.444373,3.896365,4.491815,3.508289,0.30799,1.05965,0.404695,1.371291,0.533354,1.125497,0.772252,0.918191,0.52032,0.549752,0.788514,0.959163,0.836728,-0.195351,0.715957,0.304536,0.354354,0.805876,1.364064,0.495577,1.487796,0.106351,1.154284,0.793811,malware
0.262293,-0.24399,-0.227644,0.139637,-0.055384,0.161871,-0.003412,0.175416,-0.25877,-0.003021,-0.052673,-0.303973,-0.390869,0.171437,-0.087738,-0.25557,-0.024045,0.282005,-0.570184,-0.37416,-0.230722,0.365295,0.070647,0.191829,-0.28504,-0.279884,0.111953,0.014569,0.137185,-0.046918,0.069536,0.03953,0.194442,0.201752,-0.404968,-0.561817,0.250436,0.296931,-0.255156,-0.464959,0.024759,0.23271,0.449399,0.129074,-0.092929,-0.223283,0.002863,-0.074816,-0.253767,0.512189,0.446292,0.284012,-0.230213,0.213755,0.159907,0.110636,0.312416,0.158843,0.185004,0.159227,0.085198,-0.445903,0.020905,-0.139048,normal
0.762925,0.803156,0.383698,0.941259,0.334313,0.967588,0.910481,0.730123,0.807302,1.55286,1.100164,0.917851,1.031048,0.858098,1.088473,0.56735,1.834809,0.924546,2.111849,1.83755,0.61329,0.947784,1.004508,1.26019,0.899066,1.383105,0.048393,0.565509,0.754097,0.540011,0.06062,1.237738,0.341861,0.536558,1.179684,1.39097,0.585512,0.37347,0.474026,1.34161,1.367086,0.991427,0.951161,0.246583,1.049288,1.193574,0.914451,0.930844,3.925716,4.915802,3.778356,4.382534,4.595889,4.903451,4.864146,4.902638,0.704044,1.885767,1.329518,0.681226,0.710229,1.182189,0.629659,0.265153,apt
0.844252,0.891905,0.65554,0.78506,0.868464,0.357008,0.963015,0.841348,1.714768,1.507756,0.510071,0.776538,0.527861,0.725243,1.226771,0.79383,0.615453,1.112436,-0.031499,0.666131,1.456493,1.477914,1.427404,0.28593,0.282558,0.617827,0.845642,0.510129,0.083726,1.257526,1.182527,0.574169,1.16039,1.264562,-0.23095,1.129556,0.812607,-0.290946,1.298179,0.875745,0.121717,1.018875,0.921452,1.083379,-0.030363,0.704782,0.398656,0.766667,3.625805,3.887285,5.082777,4.912683,4.82723,5.051824,3.548696,4.364519,0.949771,0.665664,0.002621,1.237635,1.118023,0.560701,1.220515,0.89595,apt
0.958035,0.7303,0.598023,0.174904,0.919041,0.4189,0.99172,1.320098,0.506889,1.240105,0.731347,0.914397,0.050906,0.3368,0.331908,1.251495,0.487872,0.928558,0.611579,0.485163,-0.016676,-0.213355,0.493309,0.519513,0.250299,0.711038,1.529391,1.317556,0.638176,0.653799,0.915812,0.738311,4.166595,4.001087,3.91932,3.583565,4.034246,2.853254,3.990337,2.940989,0.740699,0.180775,1.196258,0.661399,0.621986,0.803859,0.232422,1.126124,0.933376,0.373462,0.144974,0.431903,0.55155,0.111873,0.394413,0.333801,0.50899,0.512584,0.819644,0.61406,0.78093,0.711982,0.51229,0.907675,malware
0.55004,-0.147076,-0.368478,0.474009,0.915234,0.228844,-0.447327,1.17814,3.260232,3.117014,2.514413,3.047297,3.349098,3.266359,2.734051,3.014321,-0.037203,0.988873,0.642693,0.004049,-0.285811,0.365017,0.018232,0.051762,-0.270846,-0.215134,0.313202,0.119905,1.363431,0.507414,-0.278263,-0.451036,0.419177,0.06141,0.839164,0.366839,-0.652134,-0.218741,-0.063877,0.438917,-0.233739,0.308768,-0.361267,0.242783,0.406512,0.89768,0.350509,-0.127531,0.911852,0.15757,0.588105,-0.035803,0.28085,-0.120571,0.385017,0.601723,0.01734,-0.007954,0.400568,-0.131257,-0.443075,0.398938,0.191536,0.182013,probe
-0.55815,-0.200551,-0.089118,0.338492,-0.116887,0.925799,0.46645,-0.070322,3.488928,2.863022,2.774304,3.443117,1.936229,3.370668,2.719107,2.718427,1.121162,0.000954,0.670162,0.36566,0.412346,0.127256,0.103778,0.927595,0.658707,0.015144,-0.230644,-0.023013,0.681673,0.770411,0.489725,-0.487547,0.579201,0.82661,0.3181,1.130911,-0.354437,0.548163,-0.2191,0.716344,0.515787,1.05061,0.464869,0.058197,0.019018,0.12742,0.010174,0.846199,0.814037,-0.433455,0.257262,0.268121,-0.111583,0.437212,0.897383,0.641314,0.846181,-0.083311,0.256428,-0.104541,0.347744,0.388253,0.671927,0.831071,probe
0.775774,0.761871,0.999908,0.217813,0.85452,0.078013,0.519561,0.549565,1.036521,0.604168,0.482172,1.241668,0.406952,0.387981,-0.244423,0.50241,0.177142,0.487172,0.707981,0.111704,0.229659,-0.119757,0.370584,0.174982,1.564886,1.276817,1.203829,0.017347,0.520186,0.058564,1.42927,0.973987,3.376336,4.016263,3.182847,3.788582,3.770997,4.182841,4.294528,3.859146,0.4992,-0.855868,1.302956,0.304084,0.645966,1.616592,0.062675,0.609572,0.823586,1.091608,0.600549,1.129012,0.412962,0.844583,0.786281,0.559001,0.745575,0.206446,0.465608,0.020904,0.401298,1.112182,0.789186,0.738569,malware
0.43458,0.733675,0.64492,0.49535,1.265906,0.553103,1.036576,1.042374,0.597337,0.15395,0.323035,1.295459,0.941648,0.782485,0.464838,1.49932,0.329352,0.782869,0.945813,0.132432,0.378684,0.514105,1.10786,0.522972,0.073715,0.030473,0.37485,0.049451,1.06589,1.083528,0.723175,0.601598,1.053718,1.035081,0.275994,0.338169,1.037945,0.84175,0.993706,0.317734,3.781753,4.32875,3.813118,3.436027,3.819935,4.027688,4.885607,3.742699,0.692241,1.639318,0.227967,1.01722,0.400061,0.900762,1.770589,1.076197,0.788336,0.291995,0.641061,0.465589,0.06725,-0.238014,0.34629,0.705804,phishing
0.298405,-0.542654,-0.503526,0.19896,0.015117,0.062612,-0.331599,-0.005808,0.500877,0.20605,0.042427,-0.109763,-0.098643,-0.532299,0.06441,0.211371,-0.393905,-0.165354,-0.289366,-0.241338,0.01337,-0.521101,0.153568,0.188464,-0.062776,-0.620177,-0.249105,0.308225,-0.694499,-0.086881,-0.295,0.201143,-0.168778,0.100989,0.141365,0.459056,-0.050735,0.094011,-0.371264,0.297603,-0.190127,-0.140189,-0.005562,-0.390721,0.057193,0.241867,0.073233,-0.397224,-0.030952,0.185507,-0.469497,-0.268692,0.219136,0.067524,0.102993,0.464874,0.117138,0.164472,0.677686,-0.053451,-0.199471,0.106949,0.109748,-0.131679,normal
0.133903,0.974107,1.155794,0.673737,0.99683,0.684877,0.913388,0.545305,0.695977,-0.0698,0.804962,-0.083559,0.804457,0.282458,0.646495,0.051241,0.253376,0.645587,0.819449,0.972206,-0.037533,-0.19551,0.041112,0.000476,4.285073,4.183094,3.131522,4.349639,4.156224,2.846679,3.116395,2.833333,0.441038,0.487835,0.486993,-0.432027,-0.162258,0.59707,0.76,-0.428915,-0.096509,0.940086,-0.070959,0.473385,-0.113795,0.854167,-0.427642,0.342993,0.903138,0.754513,0.271149,0.165593,0.375197,-0.100208,0.434997,0.442706,0.291923,0.930156,-0.001718,-0.286974,0.243606,0.535799,0.431972,0.411977,u2r
2.201536,3.821198,2.392953,2.809155,2.22139,2.788725,2.709813,2.099728,1.391622,-0.102902,-0.102508,0.556066,0.936415,0.626897,-0.420531,0.216259,-0.726618,0.525767,-0.615835,-0.241441,0.118559,0.320253,0.002579,0.803588,0.445458,0.410126,-0.43323,0.884716,-0.241379,0.901894,1.029988,0.350695,0.584406,-1.267314,0.032249,0.615975,0.53603,-0.428876,-0.012175,-1.021364,0.305847,-0.727498,0.628715,0.652226,-0.093465,0.354574,0.022306,0.228859,-0.396267,0.400122,-0.618533,-0.703469,0.065132,0.024941,0.242536,-0.172278,0.968561,0.192272,0.224797,0.208755,0.571309,0.379208,0.318908,0.451193,dos
1.086668,0.810731,-0.003112,1.045558,0.964465,0.804194,1.460527,0.730725,0.913834,0.931237,1.114837,0.619711,0.429822,1.157882,1.134603,1.293675,0.907006,-0.02194,0.793837,0.735161,1.273253,1.196295,0.995764,-0.212848,0.348832,0.556073,0.566384,0.795094,1.386092,1.070666,0.30645,0.347099,0.306453,0.667421,1.082497,1.153808,0.550703,0.706437,1.473381,0.051815,4.407083,4.358478,3.98651,4.111699,4.309099,3.987451,3.833077,3.799188,1.557975,0.521868,0.810608,1.073364,0.624827,0.736105,0.946235,0.338431,0.028596,0.391228,1.49781,0.461179,0.778792,0.123385,1.323965,0.584512,phishing
0.593736,0.280459,0.819248,0.044656,-0.397285,0.654716,-0.099062,-0.143659,0.929218,0.794826,0.205875,-1.010458,0.599958,0.658127,0.592565,0.571884,3.228375,3.125289,2.812227,2.996171,3.454668,3.462067,3.665421,2.677106,-0.386652,0.189133,-0.098976,0.443694,-0.229444,0.891104,-0.009927,1.076703,0.595936,-0.114854,1.302635,0.479454,0.434754,0.330655,0.569949,0.596439,-0.029238,0.263902,0.412065,0.622233,0.62986,0.434044,0.112355,0.089284,-0.17617,0.626671,0.08281,0.27371,0.466985,0.36177,0.357475,-0.047233,0.480988,0.219227,0.32112,0.881086,0.587393,0.103137,0.292989,1.079747,r2l
0.379006,0.280478,-0.146296,-0.349218,0.114958,-0.579357,0.277539,-0.053397,0.457825,-0.431741,0.229537,-0.025127,-0.082763,-0.342461,0.148937,0.169034,0.446282,0.252013,-0.148474,-0.250966,-0.342123,0.368306,-0.194544,0.370057,0.131268,0.082476,-0.076717,0.165168,-0.003868,-0.092303,0.174001,-0.035993,-0.199584,0.149957,-0.015996,0.122228,-0.113465,-0.30228,0.433768,0.386653,0.220946,-0.096953,-0.075079,0.345582,-0.088458,-0.158139,0.468059,-0.011919,0.442106,-0.349598,0.129546,0.517771,0.007438,-0.066001,-0.291938,0.270586,-0.192532,-0.023702,-0.308626,0.389224,0.288721,-0.007896,-0.288537,0.383977,normal
0.924438,0.132603,0.477945,0.522626,0.230959,-0.253171,-0.119449,0.756669,3.603089,2.946595,3.157475,3.578769,2.273079,2.839141,3.948042,3.174688,-0.268147,0.292777,0.699646,-0.90594,0.319329,0.072413,-0.498899,0.276867,0.178584,0.229159,0.083283,-0.219602,-0.414661,-0.07081,0.626663,0.344882,0.208872,-0.227896,0.071738,0.571721,0.467153,0.025261,-0.935131,-0.063681,0.022787,-0.168198,0.054071,0.607448,0.223217,0.685363,-0.438767,0.102721,-0.63256,0.04804,-0.230546,0.816564,0.42437,0.696673,0.046793,-0.218873,-0.233203,0.359448,1.054573,0.425572,0.071355,0.155053,0.225915,1.151989,probe
0.478856,0.216459,-0.095668,0.619084,0.773819,0.701287,0.491931,0.004933,0.62155,0.587923,-0.110947,0.343946,0.644894,0.444792,-0.40224,0.191841,0.161906,0.731682,1.649273,0.540284,-0.059085,0.407772,0.484786,0.820468,4.138955,4.205958,3.821753,3.579643,4.247531,3.423624,3.604516,3.470453,-0.479081,1.052291,0.783984,-0.586504,0.930789,0.343453,0.924846,0.514106,-0.130803,0.491859,0.075696,-0.070298,0.870163,0.656196,1.153906,0.302527,0.046693,0.767462,0.104843,0.340412,0.716293,0.423324,0.260071,-0.151198,0.901601,0.314208,0.758142,0.698697,0.971079,0.373994,0.323527,-0.018721,u2r
0.373927,0.264152,0.170907,-0.227828,0.432857,0.134075,-0.09646,-0.167068,0.064196,-0.417765,0.174918,-0.238393,0.092652,-0.130405,-0.066105,-0.189227,-0.040307,0.472345,0.346265,0.08862,-0.006324,0.21105,0.282493,-0.207455,-0.01936,-0.45549,0.280776,0.516256,0.020021,-0.531253,0.152223,-0.226022,-0.165837,0.156644,0.063639,-0.122027,-0.162401,0.031459,-0.102366,-0.277309,-0.083141,0.084898,-0.044526,-0.353377,0.247266,-0.684703,-0.111591,-0.15505,0.037045,0.140415,0.281691,-0.178101,0.146646,0.048955,-0.427885,0.475135,-0.359694,0.104874,0.09749,0.068909,-0.123644,0.206813,-0.390092,-0.016457,normal
0.311937,0.146017,0.409008,0.67276,-0.104204,0.612098,0.50209,1.06718,0.314906,1.13542,0.774059,0.584929,1.173148,1.46514,0.505253,0.266961,0.793043,-0.040365,0.014537,1.188093,0.857337,0.213824,2.010771,-0.02196,0.878875,0.241575,1.401482,0.361082,0.471924,-0.213941,1.537191,0.321922,4.066085,3.852126,3.601845,2.847538,3.747264,3.727742,3.993446,4.815461,0.890022,0.986938,0.462673,0.009027,0.474331,0.269481,0.577468,0.377625,-0.154963,1.17014,0.536646,0.451484,0.102849,0.38607,0.211512,0.062704,0.673225,0.38903,0.936871,0.437839,0.651655,0.638829,0.773165,0.221478,malware
1.176458,1.596233,1.495435,1.401181,0.496108,0.523702,0.394163,1.030421,0.628694,1.108058,1.173018,0.9509,1.248173,0.562936,0.188346,0.535846,1.230555,1.681821,1.519775,0.764832,1.287463,0.231441,1.552973,1.093534,1.213566,-0.00227,1.067177,1.689634,0.9934,0.819884,0.746332,0.537308,0.902265,0.314598,1.064862,1.361814,0.669059,1.035109,0.833742,1.040212,1.272158,1.04909,1.249679,1.097305,1.250963,1.004833,1.011591,1.17377,4.379932,4.614955,4.011381,3.596814,4.453866,4.052772,5.280784,4.051466,1.20514,0.540864,0.849612,0.357415,0.315579,0.98842,0.681072,1.193821,apt
-0.149769,0.932591,0.011647,1.025717,0.24159,0.406409,1.062402,-0.248174,-0.112547,0.213053,0.297014,1.548931,-0.039628,-0.226911,-0.061126,0.46446,3.531416,2.991811,3.319466,4.185341,3.325826,3.454446,4.160045,2.995888,0.016466,0.148643,0.12244,-0.459456,0.422097,0.457624,0.276364,0.471362,0.476149,-0.232268,0.489888,0.61133,-0.358696,1.018402,-0.196108,-0.152207,0.45088,0.600614,0.709952,0.612447,0.126134,0.408853,0.217498,0.438417,0.390805,0.132791,0.203752,-0.473492,0.733559,0.493901,-0.678006,0.716922,0.336137,-0.06157,-0.101441,0.0503,-0.059186,0.001265,1.125285,0.527007,r2l
-0.452041,0.106692,-0.051693,0.032446,-0.227922,0.195135,-0.362089,0.310409,-0.102313,-0.350673,0.398734,-0.016836,0.476909,0.305339,-0.199536,-0.021247,0.030259,0.381576,0.109379,0.044073,-0.04997,-0.012639,0.326148,0.000926,-0.098749,-0.141127,-0.138441,-0.350524,-0.187594,0.374605,-0.05165,0.176103,-0.619689,0.142078,-0.040338,-0.12036,0.04524,-0.123956,-0.530969,0.230562,0.060754,-0.078486,-0.241546,-0.367464,0.055973,0.40336,0.050792,-0.34569,0.056279,-0.013336,0.216011,0.151683,-0.746456,0.136311,-0.25087,-0.355432,-0.047118,0.102743,-0.410184,0.176144,0.190835,0.011744,-0.216906,-0.244845,normal
-0.431609,0.348288,0.468387,-0.014977,0.645812,0.69697,1.053017,1.038521,0.798099,1.223288,1.010215,0.573781,0.773584,0.433931,0.168532,0.912561,0.045501,0.635648,-0.314105,0.751941,0.39286,0.97569,0.619888,0.662587,0.743485,0.444845,0.46505,0.465247,0.663674,0.469371,0.922707,-0.076386,0.045384,1.569862,0.524636,0.263385,0.708527,1.065194,1.008459,0.383311,3.889298,3.969819,4.260121,4.140465,3.707345,3.890717,4.000614,4.78692,0.640188,2.208919,0.598852,-0.037416,0.878048,1.191239,0.933792,0.808507,0.54914,0.591729,-0.32735,1.106574,0.549381,1.23587,0.480326,0.695931,phishing
0.466181,0.15717,0.680189,0.713478,0.119789,-0.122332,0.518389,0.819624,0.932291,1.021495,0.647126,0.361554,0.47903,-0.07943,0.17281,0.456039,0.360012,0.521404,-0.138677,-0.038161,0.829017,0.104995,0.175718,0.522766,3.160966,4.077848,3.014426,3.580686,3.243137,3.650284,3.356141,3.569357,1.029576,0.170649,0.166903,0.337845,1.143309,0.439616,1.035391,0.40039,1.015337,0.663326,0.729555,-0.166096,-0.232866,0.961591,0.955997,1.569655,-0.188679,0.69861,0.019281,0.146729,0.253989,0.65206,0.181188,0.495145,0.854415,0.987588,0.791665,0.683341,0.416265,0.223981,0.722555,0.007091,u2r
-0.412866,0.033687,0.228876,0.595971,0.397092,0.509529,0.818275,1.255681,0.961094,0.625269,0.563936,1.095635,1.447906,0.887232,0.379453,0.716653,0.86114,0.350184,0.98959,0.718819,1.124096,0.160466,-0.183665,0.423261,0.610682,-0.210406,0.326194,1.1776,0.839978,0.662202,0.124897,1.162627,3.662194,3.892747,4.033331,3.927063,4.5213,4.108801,4.002254,3.811107,0.794358,0.505502,0.685221,0.446229,0.375255,0.187773,0.477964,0.448442,1.423219,1.046447,0.539688,0.40951,0.876775,1.474026,0.958452,-0.174024,0.988424,1.068144,1.589658,0.488244,0.662356,0.802608,0.25621,0.215441,malware
